,Astrocyte,Microglia-PVM,L2/3 IT,Oligodendrocyte,Chandelier,Endothelial,L4 IT,L5 ET,L5 IT,L5/6 NP,L6 CT,L6 IT,L6 IT Car3,L6b,Lamp5,Lamp5 Lhx6,OPC,Pax6,Pvalb,Sncg,Sst,Sst Chodl,VLMC,Vip
288,HSPB8,MX2,PAX6-AS1,DIPK2B,SLC27A6,LDLRAD3,WIF1,CEBPD,COL3A1,PECAM1,CDH20,ADAM33,GEM,ZNF385D,SLA,RGMA,IGHG2,PHF21B,KIF6,APOLD1,CCDC200,RGS12,VIM,MT1E
289,RHOH,KANK1,PLP1,SLCO2B1,EPS8,ASPA,EMID1,ENPP2,ACSS1,LOC124904701,NLRC5,SYNPR,GPC5,ABCA8,CERCAM,S100A4,ABI3,CDK18,RAMP2,TLR7,CLEC9A,BCL6,EFHD1,ACSBG1
290,MITF,LOC105375483,GNG12,HSPA2,TFPI,PCSK5,ARHGAP22,DACH2,ANLN,LINC01299,STK32A,HEY2-AS1,SLC1A5,LCP2,LRRC32,SRGN,PCAT19,APLNR,IGFBP7,LINC01630,MLPH,CEMIP,LINC01470,PLSCR4
291,LINC02473,SPN,APCDD1,LOC105370532,TGIF2,ANLN,TXNIP,EDNRA,PWRN1,B2M,CD58,LAPTM5,IL13RA1,SERPINE1,HOXB3,MAG,VSIG4,CLEC7A,ERBB3,RHOJ,TOP2A,VSIR,ARRDC5,ANO2
292,FLT1,LINC01470,CYP27A1,SERPINB9,BBOX1,H2AC6,VCAN,PLPP2,SLC12A7,HLA-DRA,HLA-C,IGFBP5,TBX18,SASH1,CSRP1,C4orf19,HLA-C,LMCD1-AS1,PON2,CSPG4,LINC01446,PHF21B,TRBC1,PLEKHH2
293,AGMO,SLC16A12,GPR4,TENM1,ERBB3,ADGRD1,CMKLR1,JUNB,CCDC26,ZFHX4,CD44,FRMD4B,PDLIM1,GNG12,SIRPD,CBLN2,LILRB4,PDLIM1,DAPK2,CD14,OLIG2,ADGRG1,KCNJ10,CMTM8
294,HPN-AS1,GNG11,LINC00543,TRIM56,MRC2,MS4A4E,LPCAT2,XRCC4,LITAF,GNG12-AS1,TRGC1,ATP1A2,SH3BP4,HIGD1B,PCED1B,JCHAIN,FAM114A1,PRDM16-DT,SLC1A5,LTC4S,SH3TC2-DT,UICLM,RAB20,HLA-DRA
295,TMC6,CCR5,CCN2,TNC,ZFHX4,TINAGL1,FCGBP,GAB3,LINC01736,CA8,ATP1B2,TMEM119,SLC24A3,TENT5A,LCP2,LINC02798,LYL1,MIR223HG,LINC02997,CHD7,SEMA3C,HLA-B,VAV3,DIPK2B
296,S100A4,MMRN1,TMEM63A,SINHCAF,EMP1,THSD7B,LGALS9,TMEM156,TMCC3,C1QA,CEACAM21,SIGLEC9,BMP6,ERMN,LINC00540,CDK18,ID4,BTNL9,GALNT15,ZNF683,P2RY8,NDRG2,TAC3,PXK
297,C1QC,SASH1,EYA2,LOC105377862,RASAL3,HES1,DAAM2,APOLD1,FBN2,LOC101927948,EMX2OS,NKAIN3,TNFRSF13B,PIEZO2,CD180,LOC283194,PON2,LINC00877,LRP4,KANK1,CEBPD,SPON1,LOC101926964,HSPB1
298,XYLT1,IFITM2,ADAMTSL1,HGF,IRAG1,LINC01099,HPGDS,PAMR1,WIPF1,NCF1,CASP10,LOC105374438,C1QC,HEPACAM,RREB1,HPGDS,ATP6V0D2,PRR18,SIPA1,ITGA1,TTYH2,MSN,CD34,ATP6V0D2
299,GPNMB,CD68,HLA-A,LINC00298,FCER1G,GLI2,PRDM16,LAMP2,ATP11C,ITGA8,LAMA2,CARNS1,PSD2,ITGB5,NXPH1,LINC01446,SLC44A1,C7,LINC02232,WDFY4,FCGR2B,ETNPPL,CALB2,CDH1
