,Astrocyte,Microglia-PVM,L2/3 IT,Oligodendrocyte,Chandelier,Endothelial,L4 IT,L5 ET,L5 IT,L5/6 NP,L6 CT,L6 IT,L6 IT Car3,L6b,Lamp5,Lamp5 Lhx6,OPC,Pax6,Pvalb,Sncg,Sst,Sst Chodl,VLMC,Vip
286,CDC14A,TRAF3IP3,BGN,RGS20,SNTB1,SRARP,KYNU,C8orf34,SLCO1C1,CD58,ADAMTS9-AS2,TSHZ2,CXCL14,CHD7,PIK3R5,LIF,KCNN3,RASGEF1C,HLA-DQA1,WDFY4,LINC00540,LINC02055,AQP1,FAM177B
287,SIPA1,RFTN2,RAB31,SAMSN1,COL4A1,MT1F,KLHL6,MOBP,MYRF,GPX3,FOS,RELN,CPNE2,RGS5,GNG11,EMP2,PCDH15,CLMN,PAQR5,GLDN,PIK3AP1,ADAP2,CD55,SGO1-AS1
288,LOC100507336,TLR7,IQGAP2,ENOX2,IPCEF1,GIMAP8,F3,GAD2,GPR37L1,SLC5A11,CD14,ITPKB,CGNL1,DISC1FP1,RGR,FHL5,LINC02884,AHNAK,SLC1A5,LINC02997,MID1,SMIM35,NR4A3,MTUS1
289,SLC44A1,OLMALINC,MYH11,ZFHX4,LTBP2,TLR4,LINC00639,CERNA2,HSPB1,ITGA1,MUSTN1,NDE1,FBXL7,C4orf19,EGLN3,RGR,SLCO2B1,CPB1,LAMA3,ST6GALNAC3,CECR2,CD14,LINC00511,HSPB8
290,CSF1R,ARRDC5,CTXND1,PRELID2,DUSP1,CH25H,CA2,JCHAIN,LOC105376219,SIGLEC8,ADIRF,LINC01684,SLC1A3-AS1,STOM,P2RY12,TTR,RUNX1,EMCN,MYH11,CACNG5,ROBO2,NID1,GBP2,NDRG1
291,MITF,SYNE2,LAPTM5,KANK1,LINC00548,ARHGAP42,CYBA,PLCG2,ADAM33,TMEM51,FAM107B,CD44,LRRC63,HLA-E,TENM1,TSPAN15,GYPC,ICAM2,GLUL,MITF,FGD4,FOXC1,CLDND1,HIP1
292,CDC42EP4,LHFPL3,NDST4,GASK1B-AS1,MMRN1,CARNS1,KIF19,IRAK3,ANO2,GLI3,LITAF,RUBCNL,ZNRF3,CACHD1,SYT6,ND6,DACH2,LRRC3B,ZFP36L2,SLC35F4,CDKN1C,KLHL6,IER3,MARCHF3
293,LINC01821,SGO1-AS1,FCGBP,ABTB3,GADD45B,LAMA2,SLC12A7,AMER2,GPNMB,CALB2,LHFPL2,SLCO1C1,LOC102724289,MS4A6A,H2BC8,GRAMD2B,SLC7A11,PLPPR1,PAWR,SP100,ZFHX3,GPRIN3,SLC35D2,PARP9
294,PHLDB1,CLEC2B,HSPB8,CRYAB,UGT8,TRIM59,MLC1,CCDC200,VSIG4,ZNF804A,HGF,ZC3HAV1,MT1G,ACSBG1,CXCL1,LNCAROD,ADGRD1,KCNJ10,SLC25A48,LYN,WDFY4,HCLS1,PLEKHA7,CEMIP
295,HLA-B,SLC5A11,CLIC4,SYNE2,POU2AF1,NDE1,TMTC2,LOC105373170,PON2,FAM177B,AQP1,WNT5A,SLC39A12,SERPINE1,MBP,GNG12,ITPR2,LINC02798,EPS8,CGNL1,ZCCHC24,COL15A1,ADGRV1,MRC1
296,CARD8,GPNMB,C1QA,CD36,HSPA6,VEGFA,GLI3,PLEKHH2,STOM,MRC1,ANLN,VSIR,THSD7B,SYT6,KANK1,SEMA6A,INPP5D,LINC01630,ZIC1,GYPC,UACA,PLEKHH2,LINC01265,FREM2
297,EBF1,TMC8,LY96,FAM107A,ANGPT1,NPY,RHBDF2,LHFPL3,CPED1,AHNAK,SLC2A3,TCF7L1,GPNMB,SOWAHD,ROBO2,FAM107A,FREM2,MECOM,SLC6A20,TLR7,RBM47,TCF7L1,RHOJ,NWD1
298,HSPB8,TTYH2,CD99,CR1,C1QB,DCN,P2RY8,KCNMB1,RGS1,H2AC11,ADH1B,TMC8,RBM47,SHISA8,CECR2,CGNL1,KCNE4,NTN1,QKI,LAMA4,NWD1,S100Z,GFAP,FGL1
299,SAMD3,SLC25A48,FCMR,HSPA2,ITGB5,HES5,TGFBR2,SMAD6,COL4A5,LOC105375483,KYNU,ITPR2,PLEKHH1,TNFSF8,ZNF98,PALD1,CASP4,IRAK3,HS3ST5,ADARB2,CHRM5,LOC102546299,HNF1A,STEAP1B
