,Astrocyte,Microglia-PVM,L2/3 IT,Oligodendrocyte,Chandelier,Endothelial,L4 IT,L5 ET,L5 IT,L5/6 NP,L6 CT,L6 IT,L6 IT Car3,L6b,Lamp5,Lamp5 Lhx6,OPC,Pax6,Pvalb,Sncg,Sst,Sst Chodl,VLMC,Vip
285,RUBCNL,RGS16,BCHE,SLC25A48,ADARB2,MT1G,EDNRA,KCNJ10,LPCAT2,EFHD1,LINC00511,ARHGAP42,LRP4,C4orf19,ITGA1,TBXAS1,SPP1,PDZRN4,TFEB,CTNNA3,MIR3681HG,SLC4A4,SLC1A2,ARHGAP31
286,PREX1,EGLN3,C11orf96,BNC2,SRGAP2,PALD1,RIN2,OAF,ADGRL4,LINC01470,AQP1,MYRF,CPNE2,OLIG1,ITGA8,PLD5,EYA2,CD22,LOC101929626,NIBAN1,NFATC2,RAB20,LRP4,FCGBP
287,SLC2A1,CLEC2B,TMCC3,LINC02798,IQGAP2,LAIR1,LOC124904701,TLL1,CDKN1A,ADAM33,LPAR5,SLC9A9,PDLIM5,LINC01317,SLA,MTUS1,CCDC200,RCSD1,SCHLAP1,SEPTIN4-AS1,MRC2,SYNPR,CCDC200,PARD3B
288,TCF7L1,ADGRV1,LINC00548,ENOX2,ANGPT1,PWRN1,SCIN,ID1,TTR,DIPK1C,BCL6,SLC6A12,GNA14,PXK,FGD2,MORC1,LINC02072,C5orf64,BCL2A1,PDGFRB,DISP1,MEPE,COL4A4,ADAMTS9-AS2
289,GPR37,SLC2A1,LAT2,TYMP,UGT8,C11orf96,ARHGAP15,LOC101926964,STK33,TNFSF15,CXCL2,HMOX1,DNAH11,ITGA6,RGS1,CPB2-AS1,ADAM33,APOC1,ARHGAP15,MARCHF3,GRAP2,HLA-DPA1,HLA-DOA,CD74
290,DUSP1,PIK3R5,PLPP3,CR1,IFI16,PRRX1,LINC01098,LOC105375523,HEY2-AS1,CERCAM,PPFIBP2,LGALS9,ABTB3,ID4,SAMSN1,ADAMTS17,KCNE4,APLNR,RYR3,FGD3,PIK3AP1,LINC02232,RIN2,CDH23
291,GNA14,TMC8,PLCG2,ABTB3,KIAA1755,MT1H,ANLN,STX11,EPS8,HEY2-AS1,FAM107B,MARCHF3,SLC9A9,HIGD1B,CDH1,CRISPLD2,DDIT4,CDH19,BCAS1,LINC00906,DAPK2,DOCK8,IL18R1,FAM107B
292,PDGFRB,RFTN2,CLEC5A,LUZP2,DTHD1,CXCL2,CMKLR1,LINC02884,KCNH8,COL4A5,FIRRE,C1QC,TLR2,CA2,TLR5,SIGLEC10,ZNF385D,LYN,CCN1,CLDN11,EMX2OS,TRPS1,BMPR1B,LPAR5
293,PHLDB1,LHFPL3,ITGA1,TMC8,ABTB3,ITGA1,MYH11,LINC00511,GEM,SLC7A2,H2AC6,LINC01684,FBLN1,PLIN2,ADAMTS6,LINC02055,DACH2,EMP2,LINC01099,NFATC2,SLC2A5,ZFHX4-AS1,CALCRL,CNTN2
294,PDE4B,GIMAP6,SLC39A12,CD82,ANO2,LTF,CYBRD1,SGO1-AS1,CERCAM,ZBTB20,SLC25A48,WNT5A,ATP8B4,RCSD1,SLC1A2,TFEB,HLA-DPB1,EDNRA,EMX2,SYNE2,TBXAS1,LOC105374524,ANKRD37,GASK1B-AS1
295,RASL12,BST2,HLA-E,SYTL4,DSEL-AS1,CXCL1,BAG3,AEBP1,MYRF,TNS1,ERBIN,SLCO1B1,ITGB4,MSN,LAMA4,ITGB2-AS1,DLC1,TMEM123,SCD,LYN,ABCC9,CMKLR1,CCN2,GLIS3
296,RGCC,SLC25A48,EMX2OS,KIF6,RHOH,VEGFA,FAXDC2,AMER2,MSN,KMO,PKP2,ZC3HAV1,SH3BP4,ALDH1A1,LINC02072,HIPK2,FREM2,ROR2,MECOM,ST6GALNAC3,LINC00463,LOC105377448,COL5A3,FREM2
297,LITAF,ARHGDIB,SERPINE1,ITGA6,TFEB,PCDH15,ARHGAP22,PCDH15,APLNR,TLR2,FCGRT,CD58,VSIR,CNTN2,ZNF804A,H1-3,RIPOR3,LINC01098,MOBP,BNC2,PDGFB,SOX10,COL6A3,LINC01687
298,MITF,MS4A7,SLC35F4,SYNE2,LINC01470,ACSL1,LPCAT2,PXK,SFMBT2,CD53,FGF2,LDLRAD3,EGLN3,ROR2,PDGFD,OBI1-AS1,SLC1A2,SELENOP,DIPK2B,PAMR1,SYNPR,SIGLEC1,HIP1,CMKLR1
299,GLI2,HK2,PTGDS,SLCO1C1,PHLPP1,ZNF804A,DAPK2,LDLRAD3,NWD1,MMRN1,GJA1,TBX2,DHRS3,NXPH1,ST18,WIPF1,SLCO2B1,NPSR1-AS1,TLR5,LINC01684,H1-3,LINC02072,MYL9,MT2A
